ITEM;DESTINATARIO_DOACAO;CNPJ_DESTINATARIO_DOACAO;DATA_ENTREGA;CIDADE_DESTINATARIO;PRODUTO;QUANTIDADE;UNIDADE_MEDIDA;VALOR_UNITARIO;VALOR_TOTAL
1644;HOSPITAL SAOSEBASTIAOTRESCORACOES;18.632.315/0001-17;2020-07-02;TRES CORACOES;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1645;PREFEITURA DE PIRANGUCU;18.025.981/0001-97;2020-07-02;PIRANGUÇU;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1646;PREFEITURA DE SAOJOSEDOALEGRE;18.025.999/0001-99;2020-07-02;SAO JOSE DO ALEGRE;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1647;PRONTOSOCORDEMONTESCLAROS;16.921.181/0001-29;2020-07-02;MONTES CLAROS;AVENTAL;2700;UN;10,9;29430
1648;PRONTOSOCORDEMONTESCLAROS;16.921.181/0001-29;2020-07-02;MONTES CLAROS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1649;SATCASAMISERICORDIACARIDADE CAPESTRE;19.091.537/0001-32;2020-07-02;CAMPESTRE;AVENTAL;2700;UN;10,9;29430
1650;SATCASAMISERICORDIACARIDADE CAPESTRE;19.091.537/0001-32;2020-07-02;CAMPESTRE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1651;ASSOCIACAOHOSPNOSSA SENHORA DOSANJOS;26.202.168/0001-73;2020-07-02;ITAMBACURI;AVENTAL;2700;UN;10,9;29430
1652;ASSOCIACAOHOSPNOSSA SENHORA DOSANJOS;26.202.168/0001-73;2020-07-02;ITAMBACURI;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1653;PREFEITURA DE ITANHOMI;18.493.239/0001-06;2020-07-02;ITANHOMI;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1654;SANTA CASA DE MISERICORDIA DE GUAXUPÉ;18.715.516/0001-88;2020-07-02;GUAXUPÉ;AVENTAL;2700;UN;10,9;29430
1655;SANTA CASA DE MISERICORDIA DE GUAXUPÉ;18.715.516/0001-88;2020-07-02;GUAXUPÉ;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1656;HOSPSAOJOSEDASOCIEDADEDESAOVICENT;21.320.064/0001-40;2020-07-02;ITUIUTABA;AVENTAL;2700;UN;10,9;29430
1657;HOSPSAOJOSEDASOCIEDADEDESAOVICENT;21.320.064/0001-40;2020-07-02;ITUIUTABA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1658;HOSPITAL MATERNIDADEEOSSANTALUCIA;18.625.343/0001-07;2020-07-02;POCOS DE CALDAS;AVENTAL;2700;UN;10,9;29430
1659;HOSPITAL MATERNIDADEEOSSANTALUCIA;18.625.343/0001-07;2020-07-02;POCOS DE CALDAS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1660;PREFEITURA DE BETIM;18.715.391/0001-96;2020-07-02;BETIM;AVENTAL;200;UN;10,9;2180
1661;PREFEITURA DE BETIM;18.715.391/0001-96;2020-07-02;BETIM;MASCARA DE PROTECAO FACE SHIELD;500;UN;3,6;1800
1662;PREFEITURA DE BETIM;18.715.391/0001-96;2020-07-02;BETIM;MASCARA DESCARTAVEL N95;6000;UN;13;78000
1663;PREFEITURA DE BETIM;18.715.391/0001-96;2020-07-02;BETIM;OCULOS DE PROTECAO DOAC 3,60;400;UN;3,6;1440
1664;CASA DE CARIDADE SANTATEREZA;18.715.516/0001-88;2020-07-02;SERRO;AVENTAL;2700;UN;10,9;29430
1665;CASA DE CARIDADE SANTATEREZA;18.715.516/0001-88;2020-07-02;SERRO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1666;INSTITUTOSÃO VICENTE DE PAULO-CÁSSIA;18.715.516/0001-88;2020-07-02;CÁSSIA;AVENTAL;2700;UN;10,9;29430
1667;INSTITUTOSÃO VICENTE DE PAULO-CÁSSIA;18.715.516/0001-88;2020-07-02;CÁSSIA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1668;CASA DE CARIDADE MANOELGONCALVESDESOU;21.254.057/0001-97;2020-07-02;ITAUNA;AVENTAL;2700;UN;10,9;29430
1669;CASA DE CARIDADE MANOELGONCALVESDESOU;21.254.057/0001-97;2020-07-02;ITAUNA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1670;PREFEITURA DE SAO JOAO DAS MISSOES;01.612.486/0001-81;2020-07-02;SAO JOAO DAS MISSOES;MASCARA RETA COR DIVERSA;1800;UN;2,4;4320
1671;FUNDAÇÃOHOSPITAL ARSAOFRANCISCOASSIS;13.025.354/0001-32;2020-07-02;BELO HORIZONTE;AVENTAL;2700;UN;10,9;29430
1672;FUNDAÇÃOHOSPITAL ARSAOFRANCISCOASSIS;13.025.354/0001-32;2020-07-02;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1673;HOSPITAL EMATERNIDADESAOLUCAS;18.191.213/0001-03;2020-07-02;EXTREMA;AVENTAL;2700;UN;10,9;29430
1674;HOSPITAL EMATERNIDADESAOLUCAS;18.191.213/0001-03;2020-07-02;EXTREMA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1675;HOSPITAL UNIVERSITÁRIOUFJF;18.715.516/0001-88;2020-07-02;JUIZ DE FORA;AVENTAL;2700;UN;10,9;29430
1676;HOSPITAL UNIVERSITÁRIOUFJF;18.715.516/0001-88;2020-07-02;JUIZ DE FORA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1677;HOSPITAL MUNICIPAL DEJANUÁRIA;18.715.516/0001-88;2020-07-03;JANUARIA;AVENTAL;2700;UN;10,9;29430
1678;HOSPITAL MUNICIPAL DEJANUÁRIA;18.715.516/0001-88;2020-07-03;JANUARIA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1679;FUNDAÇÃOCRISTIANOVARELLA;00.961.315/0001-03;2020-07-03;MURIAE;AVENTAL;2700;UN;10,9;29430
1680;FUNDAÇÃOCRISTIANOVARELLA;00.961.315/0001-03;2020-07-03;MURIAE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1681;HOSPITAL PRONTOCORDEMURIAE;04.875.146/0001-31;2020-07-03;MURIAE;AVENTAL;2700;UN;10,9;29430
1682;HOSPITAL PRONTOCORDEMURIAE;04.875.146/0001-31;2020-07-03;MURIAE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1683;HOSPITAL MONSENHORHORTA;60.975.737/0025-29;2020-07-03;MARIANA;AVENTAL;2700;UN;10,9;29430
1684;HOSPITAL MONSENHORHORTA;60.975.737/0025-29;2020-07-03;MARIANA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1685;FUNDAÇÃOMINASNOVAS;21.248.752/0001-46;2020-07-03;MINAS NOVAS;AVENTAL;2700;UN;10,9;29430
1686;FUNDAÇÃOMINASNOVAS;21.248.752/0001-46;2020-07-03;MINAS NOVAS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1687;PREFEITURA DE RIOPARANAIBA;18.602.045/0001-00;2020-07-03;RIO PARANAIBA;AVENTAL;2700;UN;10,9;29430
1688;PREFEITURA DE RIOPARANAIBA;18.602.045/0001-00;2020-07-03;RIO PARANAIBA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1689;HOSPITAL EMATERNIDADETHEREZINHADEJES;18.715.516/0001-88;2020-07-03;JUIZ DE FORA;AVENTAL;2700;UN;10,9;29430
1690;HOSPITAL EMATERNIDADETHEREZINHADEJES;18.715.516/0001-88;2020-07-03;JUIZ DE FORA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1691;SANTA CASA DE MISERICORDIASÃOFRANCISCO;25.268.012/0001-22;2020-07-03;TRES PONTAS;AVENTAL;2700;UN;10,9;29430
1692;SANTA CASA DE MISERICORDIASÃOFRANCISCO;25.268.012/0001-22;2020-07-03;TRES PONTAS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1693;HOSPITAL SÃOJOSÉESÃOCAMILO;60.975.737/0064-35;2020-07-03;AIMORES;AVENTAL;2700;UN;10,9;29430
1694;HOSPITAL SÃOJOSÉESÃOCAMILO;60.975.737/0064-35;2020-07-03;AIMORES;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1695;HOSPITAL SOFIAFELDMAN;25.459.256/0001-92;2020-07-03;BELO HORIZONTE;AVENTAL;2700;UN;10,9;29430
1696;HOSPITAL SOFIAFELDMAN;25.459.256/0001-92;2020-07-03;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1697;HOSPITAL IRMÃDENISE;19.325.547/0004-38;2020-07-03;CARATINGA;AVENTAL;2700;UN;10,9;29430
1698;HOSPITAL IRMÃDENISE;19.325.547/0004-38;2020-07-03;CARATINGA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1699;FUNDAÇÃOHOSPITAL ARDEMONTESCLAROS;16.920.928/0001-24;2020-07-03;MONTES CLAROS;AVENTAL;2700;UN;10,9;29430
1700;FUNDAÇÃOHOSPITAL ARDEMONTESCLAROS;16.920.928/0001-24;2020-07-03;MONTES CLAROS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1701;HOSPITAL NOSSA SENHORA DOROSÁRIO;18.715.516/0001-88;2020-07-03;RESENDE COSTA;AVENTAL;2700;UN;10,9;29430
1702;FUNDAÇÃOHOSPITAL ARMUNICIPIOVARGINHA;19.110.162/0001-00;2020-07-03;VARGINHA;AVENTAL;2700;UN;10,9;29430
1703;FUNDAÇÃOHOSPITAL ARMUNICIPIOVARGINHA;19.110.162/0001-00;2020-07-03;VARGINHA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1704;UPA DR.JUVENALPAIVA;18.715.516/0001-88;2020-07-03;SETE LAGOAS;AVENTAL;2700;UN;10,9;29430
1705;UPA DR.JUVENALPAIVA;18.715.516/0001-88;2020-07-03;SETE LAGOAS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1706;PREFEITURA DE RIBEIRAODASNEVES;18.314.609/0001-09;2020-07-03;RIBEIRAO DAS NEVES;AVENTAL;2700;UN;10,9;29430
1707;PREFEITURA DE RIBEIRAODASNEVES;18.314.609/0001-09;2020-07-03;RIBEIRAO DAS NEVES;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1708;HOSPITAL SÃOPAULO/CASA DE CARIDADE DE;18.715.516/0001-88;2020-07-03;MURIAÉ;AVENTAL;2700;UN;10,9;29430
1709;HOSPITAL SÃOPAULO/CASA DE CARIDADE DE;18.715.516/0001-88;2020-07-03;MURIAÉ;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1710;PREFEITURA DE IBIRITE;18.715.490/0001-78;2020-07-03;IBIRITE;AVENTAL;2700;UN;10,9;29430
1711;PREFEITURA DE IBIRITE;18.715.490/0001-78;2020-07-03;IBIRITE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1712;HOSPITAL MUNICIPAL DR.CARLOSMARX;18.404.871/0001-36;2020-07-03;MALACACHETA;AVENTAL;2700;UN;10,9;29430
1713;HOSPITAL MUNICIPAL DR.CARLOSMARX;18.404.871/0001-36;2020-07-03;MALACACHETA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1714;PREFEITURA DE SAOGOTARDO;18.602.037/0001-55;2020-07-03;SAO GOTARDO;AVENTAL;2700;UN;10,9;29430
1715;PREFEITURA DE SAOGOTARDO;18.602.037/0001-55;2020-07-03;SAO GOTARDO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1716;PREFEITURA DE IBIRITE;18.715.490/0001-78;2020-07-03;IBIRITE;AVENTAL;5300;UN;10,9;57770
1717;PREFEITURA DE IBIRITE;18.715.490/0001-78;2020-07-03;IBIRITE;MASCARA DE PROTECAO FACE SHIELD;150;UN;3,6;540
1718;HOSPITAL EMATERNIDADESÃOJOSÉ;19.715.663/0001-10;2020-07-03;CONSELHEIRO LAFAIETE;AVENTAL;2700;UN;10,9;29430
1719;HOSPITAL EMATERNIDADESÃOJOSÉ;19.715.663/0001-10;2020-07-03;CONSELHEIRO LAFAIETE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1720;IRMANDADEDASANTA CASA DA MISERICORDIA;23.065.329/0001-36;2020-07-03;OURO PRETO;AVENTAL;2700;UN;10,9;29430
1721;IRMANDADEDASANTA CASA DA MISERICORDIA;23.065.329/0001-36;2020-07-03;OURO PRETO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1722;HOSPITAL REGIONALSÃOSEBASTIÃO;04.541.288/0001-62;2020-07-03;SANTO ANTONIO DO AMPARO;AVENTAL;2700;UN;10,9;29430
1723;HOSPITAL REGIONALSÃOSEBASTIÃO;04.541.288/0001-62;2020-07-03;SANTO ANTONIO DO AMPARO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1724;HOSPITAL NOSSA SENHORA DASGRAÇAS;18.715.516/0001-88;2020-07-03;SETE LAGOAS;AVENTAL;2700;UN;10,9;29430
1725;HOSPITAL NOSSA SENHORA DASGRAÇAS;18.715.516/0001-88;2020-07-03;SETE LAGOAS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1726;HOSPITAL SÃO VICENTE DE PAULA;24.258.337/0001-61;2020-07-03;RIO POMBA;AVENTAL;2700;UN;10,9;29430
1727;HOSPITAL SÃO VICENTE DE PAULA;24.258.337/0001-61;2020-07-03;RIO POMBA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1728;UPA DR.JUVENALPAIVA;18.715.516/0001-88;2020-07-03;SETE LAGOAS;AVENTAL;2600;UN;10,9;28340
1729;UPA DR.JUVENALPAIVA;18.715.516/0001-88;2020-07-03;SETE LAGOAS;MASCARA DE PROTECAO FACE SHIELD;100;UN;3,6;360
1730;SANTA CASA DE CARIDADE DEFORMIGA;18.715.516/0001-88;2020-07-03;FORMIGA;AVENTAL;2700;UN;10,9;29430
1731;SANTA CASA DE CARIDADE DEFORMIGA;18.715.516/0001-88;2020-07-03;FORMIGA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1732;HOSPITAL EMATERNIDADEVITALBRAZIL;60.975.737/0041-49;2020-07-03;TIMOTEO;AVENTAL;2700;UN;10,9;29430
1733;HOSPITAL EMATERNIDADEVITALBRAZIL;60.975.737/0041-49;2020-07-03;TIMOTEO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1734;FUNDAÇÃOHOSPITAL ARNOSSA SENHORA DELOU;20.218.442/0001-16;2020-07-03;NOVA LIMA;AVENTAL;2700;UN;10,9;29430
1735;FUNDAÇÃOHOSPITAL ARNOSSA SENHORA DELOU;20.218.442/0001-16;2020-07-03;NOVA LIMA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1736;HOSPITAL SÃO VICENTE DE PAULA;60.975.737/0037-62;2020-07-03;ITABIRITO;AVENTAL;2700;UN;10,9;29430
1737;HOSPITAL SÃO VICENTE DE PAULA;60.975.737/0037-62;2020-07-03;ITABIRITO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1738;HOSPITAL NOSSA SENHORA AUXILIADORA;19.314.442/0001-30;2020-07-03;CARATINGA;AVENTAL;2700;UN;10,9;29430
1739;HOSPITAL NOSSA SENHORA AUXILIADORA;19.314.442/0001-30;2020-07-03;CARATINGA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1740;FUNDAÇÃOHOSPSÃO VICENTE DE PAULA;20.653.028/0001-35;2020-07-03;NOVA SERRANA;AVENTAL;2700;UN;10,9;29430
1741;FUNDAÇÃOHOSPSÃO VICENTE DE PAULA;20.653.028/0001-35;2020-07-03;NOVA SERRANA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1742;PREFEITURA DE PASSOS;18.241.745/0001-08;2020-07-03;PASSOS;AVENTAL;2700;UN;10,9;29430
1743;PREFEITURA DE PASSOS;18.241.745/0001-08;2020-07-03;PASSOS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1744;SANTA CASA DE MISERICORDIA DE PASSOS;23.278.898/0001-60;2020-07-03;PASSOS;AVENTAL;2700;UN;10,9;29430
1745;SANTA CASA DE MISERICORDIA DE PASSOS;23.278.898/0001-60;2020-07-03;PASSOS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1746;FUNDACAODE SAÚDE DILSONDEQUADROSGODI;00.991.591/0001-06;2020-07-03;MONTES CLAROS;AVENTAL;2700;UN;10,9;29430
1747;FUNDACAODE SAÚDE DILSONDEQUADROSGODI;00.991.591/0001-06;2020-07-03;MONTES CLAROS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1748;HOSPITAL METROPOLITANODR.CELIODECAST;22.012.907/0001-03;2020-07-03;BELO HORIZONTE;AVENTAL;2700;UN;10,9;29430
1749;HOSPITAL METROPOLITANODR.CELIODECAST;22.012.907/0001-03;2020-07-03;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1750;IRMANDADEDOHOSPITAL NOSSASRADORES;23.798.846/0001-14;2020-07-03;PONTE NOVA;AVENTAL;2700;UN;10,9;29430
1751;IRMANDADEDOHOSPITAL NOSSASRADORES;23.798.846/0001-14;2020-07-03;PONTE NOVA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1752;HOSPITAL MUNICIPAL DEFRANCISCOSA;03.728.477/0001-86;2020-07-03;FRANCISCO SA;AVENTAL;2700;UN;10,9;29430
1753;HOSPITAL MUNICIPAL DEFRANCISCOSA;03.728.477/0001-86;2020-07-03;FRANCISCO SA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1754;CEDEC - CORDENADORIA ESTADUAL DE DEFESA;18.715.516/0001-88;2020-07-03;BELO HORIZONTE;ALCOOL EM GEL 5L;105;LT;16;1680
1755;CEDEC - CORDENADORIA ESTADUAL DE DEFESA;18.715.516/0001-88;2020-07-03;BELO HORIZONTE;MASCARA TIPO CIRURGICA TNT > 95% BFE;20;UN;3,085;61,7
1756;HOSPITAL REGIONALIMACULADA CONCEIÇÃO;20.724.357/0001-20;2020-07-06;GUANHAES;AVENTAL;5400;UN;10,9;58860
1757;HOSPITAL REGIONALIMACULADA CONCEIÇÃO;20.724.357/0001-20;2020-07-06;GUANHAES;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1758;HOSPITAL MUNICIPAL SANTOANTONIO;23.515.695/0001-40;2020-07-06;PRESIDENTE BERNARDES;AVENTAL;2700;UN;10,9;29430
1759;HOSPITAL MUNICIPAL SANTOANTONIO;23.515.695/0001-40;2020-07-06;PRESIDENTE BERNARDES;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1760;PREFEITURA DE ITURAMA;18.457.242/0001-74;2020-07-06;ITURAMA;AVENTAL;2700;UN;10,9;29430
1761;PREFEITURA DE ITURAMA;18.457.242/0001-74;2020-07-06;ITURAMA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1762;PREFEITURA DE JOAOPINHEIRO;16.930.299/0001-13;2020-07-06;JOAO PINHEIRO;AVENTAL;2700;UN;10,9;29430
1763;PREFEITURA DE JOAOPINHEIRO;16.930.299/0001-13;2020-07-06;JOAO PINHEIRO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1764;HOSPITAL PADREJULIOMARIA;22.296.115/0001-08;2020-07-06;MANHUMIRIM;AVENTAL;2700;UN;10,9;29430
1765;HOSPITAL PADREJULIOMARIA;22.296.115/0001-08;2020-07-06;MANHUMIRIM;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1766;FUNDAÇÃOSÃO VICENTE DE PAULO;16.936.346/0001-36;2020-07-06;PARAOPEBA;AVENTAL;2700;UN;10,9;29430
1767;FUNDAÇÃOSÃO VICENTE DE PAULO;16.936.346/0001-36;2020-07-06;PARAOPEBA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1768;SANTA CASA DE MISERICORDIA DE PIUMHI;23.591.126/0001-83;2020-07-06;PIUMHI;AVENTAL;2700;UN;10,9;29430
1769;SANTA CASA DE MISERICORDIA DE PIUMHI;23.591.126/0001-83;2020-07-06;PIUMHI;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1770;HOSPITAL SÃO VICENTE DE PAULODEMANTENA;22.323.976/0001-38;2020-07-06;MANTENA;AVENTAL;2700;UN;10,9;29430
1771;HOSPITAL SÃO VICENTE DE PAULODEMANTENA;22.323.976/0001-38;2020-07-06;MANTENA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1772;HOSPITAL DECATAGUASES;19.529.478/0001-31;2020-07-06;CATAGUASES;AVENTAL;2700;UN;10,9;29430
1773;HOSPITAL DECATAGUASES;19.529.478/0001-31;2020-07-06;CATAGUASES;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1774;FUNDAÇÃOMUNICIPAL SAÚDE SÃOJOÃOEVANG;21.251.681/0001-30;2020-07-06;SAO JOAO EVANGELISTA;AVENTAL;2700;UN;10,9;29430
1775;FUNDAÇÃOMUNICIPAL SAÚDE SÃOJOÃOEVANG;21.251.681/0001-30;2020-07-06;SAO JOAO EVANGELISTA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1776;IRAMANDADENOSSASRA.CONCEIÇÃODEPARA;01.816.967/0001-09;2020-07-06;PARA DE MINAS;AVENTAL;2700;UN;10,9;29430
1777;IRAMANDADENOSSASRA.CONCEIÇÃODEPARA;01.816.967/0001-09;2020-07-06;PARA DE MINAS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1778;IRAMANDADENOSSASRA.DOPATROCINIO;23.406.564/0001-24;2020-07-06;PATROCINIO;AVENTAL;2700;UN;10,9;29430
1779;IRAMANDADENOSSASRA.DOPATROCINIO;23.406.564/0001-24;2020-07-06;PATROCINIO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1780;HOSPITAL SÃO VICENTE DE PAULO;20.420.568/0001-79;2020-07-06;SAO VICENTE DE MINAS;AVENTAL;2700;UN;10,9;29430
1781;HOSPITAL SÃO VICENTE DE PAULO;20.420.568/0001-79;2020-07-06;SAO VICENTE DE MINAS;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1782;HOSPITAL NOSSA SENHORA MÃEDAIGREJA;18.929.463/0001-06;2020-07-06;PADRE PARAISO;AVENTAL;2700;UN;10,9;29430
1783;HOSPITAL NOSSA SENHORA MÃEDAIGREJA;18.929.463/0001-06;2020-07-06;PADRE PARAISO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1784;CASA DE CARIDADE OUROFINO;23.020.456/0001-19;2020-07-06;OURO FINO;AVENTAL;2700;UN;10,9;29430
1785;CASA DE CARIDADE OUROFINO;23.020.456/0001-19;2020-07-06;OURO FINO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1786;FUNDAÇÃOVESPASIANENSEDE SAÚDE;03.851.397/0001-13;2020-07-06;VESPASIANO;AVENTAL;2700;UN;10,9;29430
1787;FUNDAÇÃOVESPASIANENSEDE SAÚDE;03.851.397/0001-13;2020-07-06;VESPASIANO;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1788;HOSPITAL SÃO VICENTE DE PAULO;22.488.241/0002-45;2020-07-06;JUIZ DE FORA;AVENTAL;2700;UN;10,9;29430
1789;HOSPITAL SÃO VICENTE DE PAULO;22.488.241/0002-45;2020-07-06;JUIZ DE FORA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1790;FHEMIG-FUNDAÇÃOHOSPITAL ARDEMINASGE;18.715.516/0001-88;2020-07-06;CONTAGEM;AVENTAL;185700;UN;10,9;2024130
1791;FHEMIG-FUNDAÇÃOHOSPITAL ARDEMINASGE;18.715.516/0001-88;2020-07-06;CONTAGEM;AVENTAL;352100;UN;10,9;3837890
1792;CEDEC - CORDENADORIA ESTADUAL DE DEFESA;18.715.516/0001-88;2020-07-06;BELO HORIZONTE;AVENTAL;50;UN;10,9;545
1793;CEDEC - CORDENADORIA ESTADUAL DE DEFESA;18.715.516/0001-88;2020-07-06;BELO HORIZONTE;MASCARA DE PROTECAO - FACE SHIELD;1;UN;20;20
1794;SANTACASABH;17.209.891/0001-93;2020-07-06;BELO HORIZONTE;AVENTAL;2700;UN;10,9;29430
1795;SANTACASABH;17.209.891/0001-93;2020-07-06;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1796;SANTA CASA DE MISERICORDIAMONTESANTO;22.628.044/0001-01;2020-07-06;BELO HORIZONTE;AVENTAL;2700;UN;10,9;29430
1797;SANTA CASA DE MISERICORDIAMONTESANTO;22.628.044/0001-01;2020-07-06;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1798;ASS.FEMININAPREVENÇÃOECOMBATECANCER;21.599.824/0001-08;2020-07-06;JUIZ DE FORA;AVENTAL;2700;UN;10,9;29430
1799;ASS.FEMININAPREVENÇÃOECOMBATECANCER;21.599.824/0001-08;2020-07-06;JUIZ DE FORA;MASCARA DE PROTECAO FACE SHIELD;50;UN;3,6;180
1800;UPA VENDANOVA;18.715.383/0001-40;2020-07-07;BELO HORIZONTE;AVENTAL;2600;UN;10,9;28340
1801;UPA VENDANOVA;18.715.383/0001-40;2020-07-07;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;100;UN;3,6;360
1802;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-07-07;BELO HORIZONTE;AVENTAL;2600;UN;10,9;28340
1803;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-07-07;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;100;UN;3,6;360
1804;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-07-07;BELO HORIZONTE;AVENTAL;2600;UN;10,9;28340
1805;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-07-07;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;100;UN;3,6;360
1806;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-07-07;BELO HORIZONTE;AVENTAL;2600;UN;10,9;28340
1807;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-07-07;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;100;UN;3,6;360
1808;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-07-07;BELO HORIZONTE;AVENTAL;2600;UN;10,9;28340
1809;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-07-07;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;100;UN;3,6;360
1810;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-07-07;BELO HORIZONTE;AVENTAL;2600;UN;10,9;28340
1811;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-07-07;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;100;UN;3,6;360
1812;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-07-07;BELO HORIZONTE;AVENTAL;2600;UN;10,9;28340
1813;PREFEITURA DE BELOHORIZONTE;18.715.383/0001-40;2020-07-07;BELO HORIZONTE;MASCARA DE PROTECAO FACE SHIELD;100;UN;3,6;360
1814;POLICIAMILITARDOESTADODEMINASGERAI;16.695.025/0001-97;2020-07-07;BELO HORIZONTE;AVENTAL;144000;UN;10,9;1569600
